('Total Revenue', '395,760,000.00', '391,035,000.00', '383,285,000.00', '394,328,000.00', '365,817,000.00')
         623404 function calls (602584 primitive calls) in 6.977 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.006    0.006 _lxml.py:1(<module>)
       13    0.000    0.000    0.000    0.000 element.py:657(_last_descendant)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x102bee7a0}
      104    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       41    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      102    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
      118    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
      104    0.000    0.000    0.000    0.000 _virtualenv.py:52(find_spec)
    59/40    0.000    0.000    0.001    0.000 typing.py:574(__getitem__)
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
      128    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       39    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      152    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
    28/27    0.000    0.000    0.000    0.000 typing.py:1773(__hash__)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
       71    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        6    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
       94    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 socket.py:501(close)
    17/10    0.000    0.000    0.054    0.005 {built-in method builtins.__import__}
        1    0.000    0.000    1.249    1.249 request.py:470(open)
       53    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        1    0.000    0.000    0.000    0.000 _lxml.py:110(initialize_soup)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
      118    0.000    0.000    0.000    0.000 <frozen _collections_abc>:850(__init__)
       13    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1598(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:721(warn_if_markup_looks_like_xml)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
      128    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.049    0.049 client.py:245(parse_headers)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        4    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        1    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
    28/27    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1487(_path_hooks)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
     12/5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.478    0.478 client.py:633(_safe_read)
       27    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _lxml.py:121(_register_namespaces)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       14    0.000    0.000    0.008    0.001 css_parser.py:1135(process_selectors)
        2    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.005    0.005 css_match.py:1(<module>)
       24    0.000    0.000    0.000    0.000 <frozen abc>:105(__new__)
        1    0.000    0.000    0.000    0.000 element.py:1569(Tag)
       16    0.000    0.000    0.019    0.001 css_parser.py:296(__init__)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       94    0.000    0.000    0.000    0.000 typing.py:1096(__eq__)
       41    0.000    0.000    0.000    0.000 typing.py:351(_deduplicate)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
      244    0.000    0.000    0.000    0.000 enum.py:1213(__init__)
        1    0.000    0.000    0.019    0.019 css_parser.py:418(CSSParser)
       19    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1318(create_module)
       61    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        1    0.000    0.000    0.007    0.007 request.py:539(build_opener)
        8    0.000    0.000    0.000    0.000 <frozen zipimport>:68(__init__)
      105    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.036    0.036 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
      105    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
       42    0.000    0.000    0.000    0.000 __init__.py:613(__missing__)
        2    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.000    0.000 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:1055(_add_member_)
        8    0.000    0.000    0.000    0.000 enum.py:353(__setitem__)
        6    0.000    0.000    0.000    0.000 typing.py:1733(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 dammit.py:645(strip_byte_order_mark)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.003    0.003 tempfile.py:1(<module>)
       25    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        2    0.000    0.000    0.000    0.000 idna.py:179(encode)
    19/16    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
      124    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        4    0.000    0.000    0.000    0.000 client.py:1292(putheader)
        1    0.000    0.000    0.000    0.000 socket.py:491(_decref_socketios)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.096    0.096 ssl.py:1365(do_handshake)
        1    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
       24    0.000    0.000    0.000    0.000 message.py:511(set_raw)
       11    0.000    0.000    0.000    0.000 inspect.py:3061(<genexpr>)
        1    0.000    0.000    0.105    0.105 __init__.py:650(_feed)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2383(_IPv6Constants)
        2    0.000    0.000    0.000    0.000 enum.py:251(__set_name__)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:2495(getproxies_environment)
       12    0.000    0.000    0.000    0.000 typing.py:1023(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.472    0.472 client.py:1338(_send_request)
       10    0.000    0.000    0.000    0.000 functools.py:541(decorating_function)
      101    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
       95    0.000    0.000    0.000    0.000 enum.py:1333(value)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
        1    0.000    0.000    1.249    1.249 request.py:1366(https_open)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        3    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
       75    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.010    0.005 parser.py:1(<module>)
        1    0.000    0.000    0.005    0.005 ssl.py:682(create_default_context)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       52    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x1029a8400}
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
        1    0.000    0.000    0.000    0.000 _lxml.py:474(default_parser)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        1    0.000    0.000    0.003    0.003 utils.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
        2    0.000    0.000    0.003    0.002 element.py:2684(find)
        1    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
       17    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_value_)
       40    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
       37    0.000    0.000    0.000    0.000 <frozen os>:734(__iter__)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
        1    0.000    0.000    0.000    0.000 client.py:442(flush)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.001    0.001 pretty.py:1(<module>)
       52    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
      104    0.000    0.000    0.000    0.000 enum.py:917(<lambda>)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       75    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        7    0.000    0.000    0.000    0.000 inspect.py:2787(annotation)
        3    0.000    0.000    0.000    0.000 __init__.py:98(register)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        4    0.000    0.000    0.000    0.000 inspect.py:386(isfunction)
        4    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
        1    0.000    0.000    0.000    0.000 enum.py:483(__prepare__)
       43    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       36    0.000    0.000    0.000    0.000 <frozen os>:797(decode)
        3    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
        1    0.000    0.000    0.001    0.001 gzip.py:1(<module>)
        1    0.000    0.000    0.472    0.472 client.py:1333(request)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
       75    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
        6    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        2    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:869(__init__)
        2    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:3066(from_callable)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method _bisect.insort_right}
        2    0.000    0.000    0.000    0.000 __init__.py:311(deprecated_argument)
        1    0.000    0.000    0.000    0.000 socket.py:517(family)
        1    0.000    0.000    0.010    0.010 css_parser.py:316(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
       39    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.007    0.007 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
       51    0.000    0.000    0.000    0.000 element.py:2272(__eq__)
        1    0.000    0.000    0.006    0.006 _policybase.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       11    0.000    0.000    0.000    0.000 functools.py:501(lru_cache)
        2    0.000    0.000    0.000    0.000 typing.py:415(decorator)
       64    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
        1    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1923(_get_protocol_attrs)
        5    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
        6    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
       25    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 _lxml.py:77(LXMLTreeBuilderForXML)
        3    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
       24    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1225(send)
       75    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        1    0.000    0.000    0.042    0.042 css.py:1(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:983(_find_data_type_)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:812(Literal)
       42    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
        6    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        1    0.000    0.000    0.000    0.000 threading.py:1350(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:576(_usable)
       13    0.000    0.000    0.000    0.000 enum.py:1445(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
       53    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
       17    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        6    0.000    0.000    0.000    0.000 enum.py:1216(_add_alias_)
        5    0.000    0.000    0.001    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.000    0.000 client.py:430(close)
       17    0.000    0.000    0.000    0.000 functools.py:66(wraps)
       16    0.000    0.000    0.000    0.000 request.py:585(__lt__)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        6    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    1.256    1.256 request.py:138(urlopen)
        6    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        1    0.000    0.000    0.000    0.000 typing.py:2195(__init_subclass__)
        6    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
        1    0.000    0.000    0.472    0.472 client.py:1320(endheaders)
       40    0.000    0.000    0.000    0.000 enum.py:795(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1924(IPv6Address)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
       13    0.000    0.000    0.000    0.000 inspect.py:2779(name)
        2    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
        4    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.005    0.005 client.py:804(_create_https_context)
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 request.py:344(_parse)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
        3    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:287(Request)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        1    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        8    0.000    0.000    0.000    0.000 enum.py:760(__delattr__)
        1    0.000    0.000    0.000    0.000 request.py:1685(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:289(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1809(__hash__)
        1    0.000    0.000    0.000    0.000 request.py:598(http_response)
        1    0.000    0.000    0.000    0.000 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1846(LoggerAdapter)
        3    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
       13    0.000    0.000    0.000    0.000 enum.py:803(__members__)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
       41    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 element.py:200(__new__)
       14    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        1    0.000    0.000    0.472    0.472 client.py:1082(_send_output)
        1    0.000    0.000    0.000    0.000 typing.py:2050(__new__)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        1    0.000    0.000    0.000    0.000 request.py:313(full_url)
        1    0.000    0.000    0.000    0.000 typing.py:1207(_generic_class_getitem)
        1    0.000    0.000    0.000    0.000 request.py:1240(do_request_)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 client.py:1013(close)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
        2    0.000    0.000    0.000    0.000 __init__.py:282(reset)
       19    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:921(Handler)
        1    0.000    0.000    0.000    0.000 request.py:357(get_full_url)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 gzip.py:140(GzipFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:860(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:424(StackSummary)
        1    0.000    0.000    0.002    0.002 request.py:2687(getproxies)
     12/5    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 __init__.py:1110(StreamHandler)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css.py:44(CSS)
        1    0.000    0.000    0.000    0.000 parse.py:1083(_splittype)
        1    0.000    0.000    0.000    0.000 socket.py:507(detach)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        2    0.000    0.000    0.000    0.000 enum.py:942(_get_mixins_)
        1    0.000    0.000    0.002    0.002 request.py:766(__init__)
       17    0.000    0.000    0.000    0.000 typing.py:1803(__eq__)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        1    0.000    0.000    0.000    0.000 threading.py:674(Barrier)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3553(Doc)
        1    0.000    0.000    0.000    0.000 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:1733(_simple_enum)
        1    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 traceback.py:989(TracebackException)
        2    0.000    0.000    1.249    0.624 request.py:459(_call_chain)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        5    0.000    0.000    0.000    0.000 inspect.py:2783(default)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
        1    0.000    0.000    0.000    0.000 request.py:271(request_host)
        1    0.000    0.000    0.005    0.005 request.py:1356(__init__)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2216(IPv6Interface)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        5    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 __init__.py:1462(Logger)
        1    0.000    0.000    0.000    0.000 request.py:910(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 element.py:1274(NavigableString)
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1337(Manager)
        1    0.000    0.000    1.249    1.249 request.py:499(_open)
        4    0.000    0.000    0.000    0.000 request.py:307(full_url)
        1    0.000    0.000    0.000    0.000 idna.py:378(getregentry)
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:61(BeautifulSoupHTMLParser)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
       16    0.000    0.000    0.000    0.000 typing.py:1799(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 element.py:1486(Doctype)
        1    0.000    0.000    0.000    0.000 traceback.py:276(FrameSummary)
        9    0.000    0.000    0.000    0.000 request.py:578(add_parent)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:2325(runtime_checkable)
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        1    0.000    0.000    0.000    0.000 client.py:1457(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1430(IPv4Interface)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:2069(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:274(initialize_soup)
        1    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
       10    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
